125 75 10000 15 17 0 0 4 3 0.942546 0.812951 0 0 1.15887 0.827171 28.1288 31.429 0 0 47.7422 39.904
150 50 10000 23 21 0 0 12 9 0.840046 0.968382 0 0 0.786109 1.2128 24.0846 30.8736 0 0 31.8169 18.9379
150 75 10000 23 15 0 0 18 10 0.855764 1.07327 0 0 0.753805 0.96262 24.9701 19.8028 0 0 22.9524 23.707
150 100 10000 23 6 0 0 8 13 0.963426 1.06683 0 0 1.10361 0.680352 19.0325 45.8002 0 0 26.2897 31.3113
175 50 10000 31 30 0 0 13 20 0.973011 0.922194 0 0 0.947862 1.10072 19.3047 29.5866 0 0 20.4313 27.3709
175 75 10000 43 31 0 0 13 12 0.748384 0.994309 0 0 0.811177 0.785712 21.1058 26.9356 0 0 27.3215 26.2444
175 100 10000 39 26 0 0 18 11 0.914834 0.811888 0 0 0.938493 0.938897 20.7437 26.9699 0 0 17.8775 30.6652
175 125 10000 34 15 0 1 5 6 0.81884 0.744418 0 0.326131 1.36476 0.724529 21.581 23.826 0 101.485 26.7005 41.4764
200 75 10000 52 44 0 0 21 12 0.900545 0.895478 0 0 0.984057 1.05928 22.8697 17.2385 0 0 21.8611 49.055
200 100 10000 42 52 0 0 17 20 1.01905 0.855783 0 0 0.897945 0.862091 24.6362 22.5529 0 0 19.3902 27.4922
200 125 10000 48 24 1 0 15 7 0.885405 0.73838 0.679555 0 0.837369 1.16394 22.0962 36.0119 16.1124 0 24.3906 36.5688
200 150 10000 37 9 0 0 8 1 0.881079 0.955242 0 0 1.00585 1.99093 19.7193 33.5201 0 0 47.5233 60.8184
225 75 10000 85 98 1 0 21 36 0.925565 0.862723 0.690132 0 1.05149 0.879836 20.182 18.3924 16.0916 0 23.7599 23.335
225 100 10000 84 69 0 0 20 26 0.869612 0.923118 0 0 0.944519 0.767072 18.8814 25.0581 0 0 26.4543 17.2201
225 150 10000 64 27 1 0 15 11 0.812719 0.709427 0.684881 0 0.883439 0.623314 17.5158 33.5072 16.0753 0 20.4764 25.6811
225 175 10000 45 12 0 0 17 7 1.01105 0.980433 0 0 0.749744 0.672017 21.7046 18.8203 0 0 31.7711 17.094
250 50 10000 115 182 0 0 25 47 0.896124 0.89336 0 0 0.947625 0.903836 21.4273 18.044 0 0 20.6154 21.6619
250 75 10000 99 124 0 0 38 43 0.918013 0.939584 0 0 0.890305 0.90861 23.9686 21.9126 0 0 22.895 18.3623
250 100 10000 111 81 0 0 23 30 0.869929 1.06499 0 0 0.95537 0.96693 20.8482 19.854 0 0 24.3515 19.3545
250 125 10000 97 72 1 0 27 28 0.917026 0.82912 0.679875 0 0.942339 0.914479 22.2036 29.7599 16.5962 0 21.7042 17.174
250 150 10000 85 61 0 1 22 15 0.89644 0.935032 0 0.730048 0.818688 0.97979 18.7567 19.235 0 15.9619 20.6196 26.0875
250 175 10000 71 32 0 0 13 4 0.833704 0.833466 0 0 0.940788 1.44883 18.0458 24.4687 0 0 34.9555 43.742
250 200 10000 47 12 0 0 5 3 0.797501 1.25782 0 0 0.955274 0.849205 19.1144 23.6285 0 0 38.0096 17.4449
