125 75 10000 6 4 0 0 1 2 0.645544 0.850457 0 0 1.2483 0.256989 35.9214 33.7033 0 0 55.3461 52.6892
150 50 10000 8 6 0 0 6 2 0.816161 1.06284 0 0 0.477927 1.91883 26.3364 44.6631 0 0 43.0156 21.7558
150 75 10000 10 6 0 0 8 4 0.615125 0.776766 0 0 0.460711 0.670846 25.9162 36.1313 0 0 30.0775 29.6901
150 100 10000 8 4 0 0 5 2 0.683221 0.441568 0 0 0.43902 1.03005 20.9642 39.1621 0 0 30.4544 34.1072
175 50 10000 9 14 0 0 10 7 1.2046 0.713199 0 0 0.551336 1.23045 24.7746 36.8725 0 0 21.1866 31.7699
175 75 10000 9 13 0 0 5 5 1.18389 0.896068 0 0 0.751266 0.794284 30.2242 28.0344 0 0 33.9537 30.1066
175 100 10000 7 9 0 0 8 5 1.33495 0.830757 0 0 0.602136 0.682754 28.4408 31.6197 0 0 24.0913 38.8277
175 125 10000 11 5 0 0 1 2 0.652764 0.42291 0 0 1.63588 0.579836 25.5145 31.5834 0 0 40.0636 46.5003
200 75 10000 24 23 0 0 12 7 0.757376 0.704196 0 0 0.636149 0.731521 26.2387 21.3663 0 0 25.4847 68.1593
200 100 10000 23 21 0 0 9 6 0.607733 0.827065 0 0 0.56848 1.03466 27.3591 25.4853 0 0 24.1537 32.7415
200 125 10000 23 7 1 0 9 2 0.593847 0.849239 0.18974 0 0.446379 1.08758 26.4773 33.4789 22.7957 0 30.2765 52.2741
200 150 10000 5 1 0 0 2 0 1.38897 2.06161 0 0 0.889181 0 24.4414 32.9756 0 0 63.0133 0
225 75 10000 42 58 0 0 17 20 0.776934 0.65429 0 0 0.559761 0.728699 23.6809 21.3976 0 0 25.8121 27.1582
225 100 10000 31 36 0 0 10 14 0.923225 0.756702 0 0 0.752701 0.594142 21.9272 24.9602 0 0 32.8723 20.9968
225 150 10000 21 10 1 0 8 3 0.686657 0.596475 0.188833 0 0.550625 0.714459 22.1736 41.6771 22.1561 0 26.693 41.6614
225 175 10000 9 3 0 0 5 2 1.06969 0.647793 0 0 0.562852 0.493949 27.9249 24.5859 0 0 37.3695 26.9377
250 50 10000 56 100 0 0 13 25 0.833846 0.783441 0 0 0.806917 0.834715 24.7875 21.5093 0 0 23.9755 25.2161
250 75 10000 45 73 0 0 21 23 0.843732 0.740094 0 0 0.723226 0.86454 28.7076 25.8909 0 0 26.082 21.9343
250 100 10000 56 53 0 0 12 15 0.690067 0.734602 0 0 0.743219 0.803333 25.6365 22.9024 0 0 26.8602 23.2934
250 125 10000 40 33 0 0 17 11 0.8332 0.710036 0 0 0.592719 1.0173 24.9785 34.4292 0 0 26.1443 22.025
250 150 10000 40 25 0 0 8 5 0.659293 0.886612 0 0 0.887284 0.984007 23.5604 24.7313 0 0 25.3213 35.8695
250 175 10000 27 13 0 0 3 2 0.614147 0.705934 0 0 0.841537 0.777677 22.4974 27.8729 0 0 55.715 48.7644
250 200 10000 12 2 0 0 0 0 0.527498 1.8228 0 0 0 0 27.6559 25.7922 0 0 0 0
275 50 10000 99 141 0 1 15 39 0.84603 0.770567 0 0.291199 0.664177 0.72575 23.6465 25.4171 0 132.289 37.9473 24.3413
275 75 10000 103 129 0 2 21 24 0.727237 0.762911 0 0.227605 0.658852 0.837936 24.3467 23.1479 0 109.368 27.0287 27.4215
275 100 10000 85 85 0 0 23 24 0.798449 0.794734 0 0 0.646912 0.682891 22.4026 22.7547 0 0 23.6242 29.6242
275 125 10000 72 74 1 1 17 14 0.747661 0.700852 0.42531 0.319722 0.834749 0.802605 25.4469 23.8305 17.3623 117.46 21.6645 35.2287
275 150 10000 66 54 1 2 12 16 0.696101 0.593134 0.371185 0.372303 0.738112 0.708251 22.3763 22.1184 18.5055 63.8871 27.6283 20.4283
275 175 10000 35 32 0 0 10 18 0.871513 0.684548 0 0 0.71679 0.549616 26.853 24.0816 0 0 28.8986 23.5035
275 225 10000 20 2 0 0 1 2 0.497148 0.714181 0 0 0.641388 0.451671 26.0642 37.4434 0 0 61.7365 48.5984
300 50 10000 175 243 0 0 13 46 0.780327 0.773744 0 0 1.03088 0.729962 26.0221 20.6316 0 0 29.8586 28.251
300 75 10000 147 193 0 0 23 36 0.783537 0.746577 0 0 0.781611 0.838857 22.9483 21.4685 0 0 26.7139 22.5516
300 100 10000 124 154 1 0 10 26 0.771284 0.782238 1.36857 0 1.21218 0.727361 22.2265 22.7706 17.9309 0 28.0725 29.425
300 125 10000 94 94 0 0 32 27 0.795062 0.768191 0 0 0.492207 0.774874 22.179 24.0549 0 0 26.9755 22.1658
300 150 10000 91 66 0 0 20 22 0.753731 0.754114 0 0 0.760875 0.745612 22.8247 24.634 0 0 26.95 22.2398
300 175 10000 58 52 0 0 19 8 0.769493 0.735475 0 0 0.703901 1.50864 26.6651 23.0788 0 0 26.8966 22.3535
300 200 10000 46 28 0 0 8 4 0.764633 0.824896 0 0 0.914989 1.42878 23.7343 23.9068 0 0 26.9259 40.5559
300 225 10000 39 13 0 1 7 3 0.664929 0.74601 0 0.188704 0.599415 0.806104 26.0569 22.5126 0 102.407 30.585 29.3782
300 250 10000 15 4 0 0 4 3 0.597821 0.7398 0 0 0.311289 0.428636 25.0688 42.2843 0 0 37.6966 23.3455
325 50 10000 258 321 0 0 42 60 0.832621 0.77125 0 0 0.727717 0.866085 23.5486 19.631 0 0 25.6062 26.6908
325 75 10000 231 265 0 1 30 50 0.764856 0.866087 0 1.00815 0.817735 0.835889 25.3267 19.9457 0 19.8806 29.1368 20.8794
325 100 10000 219 235 1 0 40 39 0.73326 0.786109 1.08994 0 0.65561 0.836295 22.7114 20.9259 22.3546 0 21.5028 27.6044
325 125 10000 153 155 1 1 24 27 0.778318 0.840542 0.405259 0.233058 0.794144 0.85984 22.593 21.1515 18.2287 22.2611 22.9943 25.0494
325 150 10000 115 128 1 0 17 27 0.732338 0.794571 0.183009 0 1.05806 0.771659 24.1115 20.2257 45.7206 0 24.1365 30.4102
325 175 10000 82 76 1 0 19 15 0.774553 0.724999 0.441633 0 0.700424 0.793798 21.1096 25.3992 23.8586 0 19.6976 32.7346
325 200 10000 77 56 1 1 14 13 0.793605 0.734859 0.8602 0.228611 0.890662 0.792252 22.5687 25.5441 31.6317 102.11 25.1798 38.3767
325 225 10000 53 31 0 0 10 9 0.756324 0.836874 0 0 1.03385 0.84641 23.9167 30.267 0 0 26.4883 24.9336
325 250 10000 38 21 0 0 5 0 0.704363 0.586801 0 0 0.954096 0 22.3444 26.3297 0 0 35.4912 0
325 275 10000 13 2 0 0 1 2 0.765747 1.20007 0 0 0.762092 0.294247 31.2715 39.6503 0 0 56.8434 49.8702
350 50 10000 405 416 2 1 48 85 0.806303 0.807078 0.345861 0.616936 0.704743 0.881391 22.8309 19.7054 62.5972 72.9869 22.6465 20.3784
350 75 10000 370 381 0 0 39 66 0.762419 0.826672 0 0 0.877329 0.796345 23.324 20.0346 0 0 21.6421 23.1322
350 125 10000 249 234 0 1 39 44 0.797032 0.784976 0 0.54422 0.774738 0.856913 22.2621 20.915 0 75.431 23.6768 21.8945
350 150 10000 183 176 1 0 32 30 0.835302 0.765114 0.362911 0 0.6007 0.947438 22.447 22.5311 47.1221 0 24.8617 22.3539
350 175 10000 140 140 0 0 36 23 0.870035 0.693403 0 0 0.642637 0.720413 21.8605 19.5891 0 0 22.3822 23.7585
350 200 10000 118 84 0 0 20 14 0.756226 0.808203 0 0 0.733158 0.803449 22.1595 23.3944 0 0 24.544 21.6539
350 225 10000 82 46 1 1 12 12 0.722459 0.867877 0.799131 0.728965 0.90423 0.731128 25.6804 25.3643 42.7589 41.9698 28.4433 26.044
350 250 10000 59 22 0 0 11 5 0.840727 0.845635 0 0 0.704668 0.934389 23.8354 25.5444 0 0 21.2443 24.9624
350 275 10000 41 15 1 0 4 4 0.654256 0.644818 0.560037 0 0.825169 0.78546 22.8607 30.3673 39.3831 0 41.2826 24.285
350 300 10000 13 0 0 0 2 0 0.781752 0 0 0 0.690311 0 25.7094 0 0 0 47.0655 0
375 50 10000 556 517 6 0 54 105 0.788684 0.844813 0.534709 0 0.891631 0.730929 22.4761 18.2486 19.6742 0 22.359 19.318
375 75 10000 531 496 0 0 50 82 0.772435 0.805973 0 0 0.741725 0.796025 22.6163 18.6382 0 0 26.0763 20.2437
375 100 10000 451 426 0 0 45 77 0.77212 0.82668 0 0 0.792908 0.840116 23.1099 18.5909 0 0 26.4596 22.4653
375 125 10000 350 343 1 1 44 71 0.784747 0.828059 0.79806 1.3849 0.736227 0.707077 22.6785 19.1002 39.1975 23.8479 27.0584 24.7068
375 150 10000 285 280 2 0 30 51 0.828835 0.765797 0.791383 0 0.819873 0.853106 21.7458 20.7224 21.1679 0 23.1843 20.4711
375 175 10000 195 214 1 0 35 33 0.790236 0.783265 0.71389 0 0.720036 0.853114 21.9908 19.0193 19.6293 0 23.1424 22.5302
375 200 10000 146 124 1 0 29 32 0.863293 0.870271 0.453921 0 0.657943 0.797892 23.3582 19.9993 17.3373 0 28.0112 28.3221
375 225 10000 119 87 1 0 32 12 0.744089 0.801631 0.544784 0 0.697423 1.10302 22.8327 23.7241 31.5786 0 24.3791 32.3534
375 250 10000 96 55 0 1 19 13 0.853443 0.69737 0 0.360099 0.79992 0.973326 22.4777 22.9196 0 44.697 20.0102 27.9528
375 275 10000 75 25 0 0 7 8 0.755276 0.80282 0 0 1.05844 1.04681 21.5917 27.3797 0 0 24.9689 24.805
375 300 10000 33 13 0 0 7 10 0.730907 0.782102 0 0 0.562389 0.492818 26.1094 30.569 0 0 29.1004 36.701
375 325 10000 10 2 0 0 2 2 0.892562 0.884415 0 0 0.541695 0.499733 22.484 26.7884 0 0 37.9592 26.2543
400 50 10000 786 587 0 3 91 133 0.81751 0.825851 0 0.522838 0.719807 0.777644 20.5589 18.2326 0 72.3567 22.241 21.5188
400 75 10000 720 575 2 1 75 120 0.757379 0.787916 0.867874 0.455943 0.650682 0.776793 21.7314 18.2 32.0685 101.625 25.7118 22.8685
400 100 10000 595 501 0 0 70 95 0.798731 0.809801 0 0 0.737389 0.788544 22.001 18.4222 0 0 21.2692 21.3668
400 125 10000 558 504 3 0 59 79 0.781 0.771081 0.483338 0 0.663828 0.867265 22.8738 18.7581 21.1576 0 22.6408 22.7118
400 150 10000 419 366 1 1 34 74 0.797236 0.786564 1.5036 2.02621 0.845273 0.772578 24.7703 18.8046 19.426 37.3746 25.7943 19.3126
400 175 10000 331 295 1 1 39 51 0.750437 0.772127 0.785315 1.01331 0.732715 0.684843 22.7789 20.0767 72.6335 54.7895 26.2701 20.3262
400 200 10000 245 193 1 0 30 39 0.783221 0.794436 0.913833 0 0.753083 0.749052 22.2641 20.9506 22.9189 0 23.6591 20.448
400 225 10000 192 149 0 0 30 29 0.759042 0.75333 0 0 0.635657 0.575134 24.1928 21.998 0 0 23.0291 36.9665
400 250 10000 147 93 1 0 22 28 0.689836 0.690378 0.585593 0 0.773109 0.64648 22.5407 21.3178 15.454 0 27.4038 23.4197
400 275 10000 100 54 0 0 25 7 0.775865 0.814233 0 0 0.632761 1.42925 23.2035 21.393 0 0 23.0474 26.464
400 300 10000 80 20 0 0 14 7 0.697159 1.07189 0 0 0.746362 0.83914 21.3601 21.7468 0 0 24.0268 32.7308
400 325 10000 31 14 0 0 12 0 0.842446 0.882652 0 0 0.380012 0 25.5629 28.3409 0 0 25.2804 0
400 350 10000 15 2 0 0 1 0 0.553475 0.83629 0 0 1.00861 0 25.3523 38.1656 0 0 52.957 0
425 50 10000 1046 660 3 3 80 142 0.756769 0.797856 0.95816 0.654809 0.853953 0.836137 20.4097 18.7298 23.3278 68.8238 29.0054 20.2109
425 75 10000 965 646 2 1 94 136 0.757047 0.807597 0.653491 0.562315 0.767713 0.731942 20.3904 18.0493 21.3063 26.706 23.7029 21.3229
425 100 10000 849 664 2 0 86 118 0.7618 0.793337 1.21607 0 0.780597 0.77285 21.187 18.6354 26.8262 0 23.8532 20.3007
425 125 10000 752 549 1 0 53 77 0.775364 0.828485 0.361553 0 0.895544 0.88868 21.2275 18.6051 29.6443 0 22.3358 25.8851
425 150 10000 596 452 2 1 53 72 0.769621 0.823904 0.623027 0.462659 0.812734 0.797843 22.1909 19.0437 50.4175 19.7831 25.2496 23.5151
425 200 10000 382 284 1 2 41 50 0.769568 0.763573 0.821753 0.399451 0.790825 0.734487 20.6761 20.8773 48.7444 42.188 22.1829 26.7265
425 250 10000 193 128 0 2 21 22 0.799582 0.819613 0 0.48606 0.957768 0.850755 21.5919 20.8533 0 24.0102 21.3397 23.9248
425 325 10000 82 28 0 0 13 7 0.750842 0.74257 0 0 0.688364 0.683159 21.8287 24.1594 0 0 26.9966 23.7168
425 350 10000 39 15 0 0 4 3 0.667649 0.82392 0 0 1.02848 0.586227 24.0886 29.2084 0 0 30.5284 48.9069
425 375 10000 17 4 0 0 1 2 0.536992 0.319804 0 0 1.02746 0.329428 27.9108 74.5807 0 0 40.8636 65.927
450 50 10000 1250 690 5 0 120 162 0.785516 0.822396 0.464046 0 0.77599 0.742156 19.8419 17.8147 37.5257 0 21.621 22.4346
