oneTightMu_Theta1_DibosonDYCount 0.690093
oneTightMu_Theta1_DibosonDYCountError 0.121708
oneLooseLep_Theta1_DibosonDYCount 0.683431
oneLooseLep_Theta1_DibosonDYCountError 0.103982
oneTightMu_Theta2_DibosonDYCount 1.80887
oneTightMu_Theta2_DibosonDYCountError 0.180511
oneLooseLep_Theta2_DibosonDYCount 1.74748
oneLooseLep_Theta2_DibosonDYCountError 0.17948
oneTightMu_Theta3_DibosonDYCount 2.93342
oneTightMu_Theta3_DibosonDYCountError 0.225808
oneLooseLep_Theta3_DibosonDYCount 3.39518
oneLooseLep_Theta3_DibosonDYCountError 0.230093
oneTightMu_Theta4_DibosonDYCount 2.58434
oneTightMu_Theta4_DibosonDYCountError 0.207869
oneLooseLep_Theta4_DibosonDYCount 4.50302
oneLooseLep_Theta4_DibosonDYCountError 0.243697
oneTightMu_Theta5_DibosonDYCount 0.080411
oneTightMu_Theta5_DibosonDYCountError 0.0318335
oneLooseLep_Theta5_DibosonDYCount 3.16062
oneLooseLep_Theta5_DibosonDYCountError 0.196229
twoTightMu_DibosonDYCount 1.09443
twoTightMu_DibosonDYCountError 0.0988887
twoLooseLep_DibosonDYCount 1.11007
twoLooseLep_DibosonDYCountError 0.130398
