oneTightMu_Theta1_SignalCount 0.069568
oneTightMu_Theta1_SignalCountError 0.0287282
oneLooseLep_Theta1_SignalCount 0.0382354
oneLooseLep_Theta1_SignalCountError 0.0146516
oneTightMu_Theta2_SignalCount 0.777575
oneTightMu_Theta2_SignalCountError 0.150799
oneLooseLep_Theta2_SignalCount 0.872755
oneLooseLep_Theta2_SignalCountError 0.120143
oneTightMu_Theta3_SignalCount 3.48909
oneTightMu_Theta3_SignalCountError 0.303121
oneLooseLep_Theta3_SignalCount 3.55116
oneLooseLep_Theta3_SignalCountError 0.310704
oneTightMu_Theta4_SignalCount 5.29369
oneTightMu_Theta4_SignalCountError 0.373184
oneLooseLep_Theta4_SignalCount 6.08069
oneLooseLep_Theta4_SignalCountError 0.376103
oneTightMu_Theta5_SignalCount 1.24207
oneTightMu_Theta5_SignalCountError 0.160421
oneLooseLep_Theta5_SignalCount 7.36493
oneLooseLep_Theta5_SignalCountError 0.413267
twoTightMu_SignalCount 1.11494
twoTightMu_SignalCountError 0.198285
twoLooseLep_SignalCount 0.64664
twoLooseLep_SignalCountError 0.0897565
