oneTightMu_Theta1_SignalCount 13.2298
oneTightMu_Theta1_SignalCountError 6.61535
oneLooseLep_Theta1_SignalCount 46.4153
oneLooseLep_Theta1_SignalCountError 31.1397
oneTightMu_Theta2_SignalCount 30.7051
oneTightMu_Theta2_SignalCountError 9.77857
oneLooseLep_Theta2_SignalCount 70.2518
oneLooseLep_Theta2_SignalCountError 43.3551
oneTightMu_Theta3_SignalCount 156.377
oneTightMu_Theta3_SignalCountError 67.3433
oneLooseLep_Theta3_SignalCount 88.5046
oneLooseLep_Theta3_SignalCountError 30.3829
oneTightMu_Theta4_SignalCount 65.3446
oneTightMu_Theta4_SignalCountError 28.0385
oneLooseLep_Theta4_SignalCount 117.314
oneLooseLep_Theta4_SignalCountError 50.3074
oneTightMu_Theta5_SignalCount 0.496579
oneTightMu_Theta5_SignalCountError 0.34381
oneLooseLep_Theta5_SignalCount 77.1746
oneLooseLep_Theta5_SignalCountError 41.4898
twoTightMu_SignalCount 1.45965
twoTightMu_SignalCountError 0.421755
twoLooseLep_SignalCount 34.3265
twoLooseLep_SignalCountError 28.0355
